RepRapFirmware height map file v2 generated at 2021-03-14 11:35
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
-134.00,123.00,-120.00,130.00,-1.00,64.25,62.50,5,5
  0.028,  0.085,  0.067,  0.045, -0.093
 -0.045,  0.035,  0.080,  0.113,  0.062
 -0.032, -0.005,  0.035,  0.098,  0.085
  0.005,  0.025,  0.055,  0.118,  0.110
  0.070,  0.035,  0.043,  0.093,  0.085
